headline,title,text,
"Random Multimodel Deep Learning (RMDL) is a new ensemble, deep learning approach for classification. Deep learning models have achieved state-of-the-art results across many domains. RDML produces consistently better performance than standard methods over a broad range of data types and classification problems.",RMDL Random Multimodel Deep Learning for Classification,"The continually increasing number of complex datasets each year necessitates ever improving machine learning methods for robust and accurate categorization of these data. This paper introduces Random Multimodel Deep Learning (RMDL): a new ensemble, deep learning approach for classification. Deep learning models have achieved state-of-the-art results across many domains. RMDL solves the problem of finding the best deep learning structure and architecture while simultaneously improving robustness and accuracy through ensembles of deep learning architectures. RDML can accept as input a variety data to include text, video, images, and symbolic. This paper describes RMDL and shows test results for image and text data including MNIST, CIFAR-10, WOS, Reuters, IMDB, and 20newsgroup. These test results show that RDML produces consistently better performance than standard methods over a broad range of data types and classification problems", 
"High accuracy, fast learning, and online performance make this P300 speller a potential communication tool for severely disabled individuals, who have lost all other means of communication. We show that the training time can be further reduced by a factor of two from its current value of about 20 min.",Robust Classification of EEG Signal for Brainâ€“Computer Interface,"We report the implementation of a text input application (speller) based on the P300 event related potential. We obtain high accuracies by using an SVM classifier and a novel feature. These techniques enable us to maintain fast performance without sacrificing the accuracy, thus making the speller usable in an online mode. In order to further improve the usability, we perform various studies on the data with a view to minimizing the training time required. We present data collected from nine healthy subjects, along with the high accuracies (of the order of 95% or more) measured online. We show that the training time can be further reduced by a factor of two from its current value of about 20 min. High accuracy, fast learning, and online performance make this P300 speller a potential communication tool for severely disabled individuals, who have lost all other means of communication and are otherwise cut off from the world, provided their disability does not interfere with the performance of the speller.", 
"Many road detection algorithms require pre-learned information, which may be unreliable. This paper proposes a general road shape prior to enforce the detected region to be road-shaped. The training data is automatically generated from a predicted road region of the current image.",ROBUST ROAD DETECTION FROM A SINGLE IMAGE USING ROAD SHAPE PRIOR,"Many road detection algorithms require pre-learned information, which may be unreliable as the road scene is usually unexpectable. Single image based (i.e., without any pre-learned information) road detection techniques can be adopted to overcome this problem, while their robustness needs improving. To achieve robust road detection from a single image, this paper proposes a general road shape prior to enforce the detected region to be road-shaped by encoding the prior into a graph-cut segmentation framework, where the training data is automatically generated from a predicted road region of the current image. By iteratively performing the graph-cut segmentation, an accurate road region will be obtained. Quantitative and qualitative experiments on the challenging SUN Database validate the robustness and efficiency of our method. We believe that the road shape prior can also be used to yield improvements for many other road detection algorithms.", 
"In this paper, we propose Local Binary Pattern Histogram Fourier features (LBP-HF) These features outperform non-invariant and earlier version of rotation. Invariant LBP and the MR8 descriptor in texture classification, material categorization and face recognition tests.",Rotation Invariant Image Description with Local Binary Pattern Histogram Fourier Features,"In this paper, we propose Local Binary Pattern Histogram Fourier features (LBP-HF), a novel rotation invariant image descriptor computed from discrete Fourier transforms of local binary pattern (LBP) histograms. Unlike most other histogram based invariant texture descriptors which normalize rotation locally, the proposed invariants are constructed globally for the whole region to be described. In addition to being rotation invariant, the LBP-HF features retain the highly discriminative nature of LBP histograms. In the experiments, it is shown that these features outperform non-invariant and earlier version of rotation invariant LBP and the MR8 descriptor in texture classification, material categorization and face recognition tests.", 
Major challenge in brain–computer interface research is the accurate classification of time-varying electroencephalographic (EEG) signals. Semisupervised learning methods can utilize both labeled and unlabeled data to improve performance over supervised approaches. It has been reported that the unlabeling data may undermine the performance of SSL in some cases.,Safe Semi-Supervised Extreme Learning Machine for EEG Signal Classification,"One major challenge in the current brain–computer interface research is the accurate classification of time-varying electroencephalographic (EEG) signals. The labeled EEG samples are usually scarce, while the unlabeled samples are available in large quantities and easy to collect in real applications. Semisupervised learning (SSL) methods can utilize both labeled and unlabeled data to improve performance over supervised approaches. However, it has been reported that the unlabeled data may undermine the performance of SSL in some cases. To improve the safety of SSL, we proposed a new safety-control mechanism by analyzing the differences between unlabeled data analysis in supervised and semi-supervised learning. We then develop and implement a safe classification method based on the semi-supervised extreme learning machine (SS-ELM). Following this approach, the Wasserstein distance is used to measure the similarities between the predictions obtained from ELM and SS-ELM algorithms, and a different risk degree is thereby calculated for each unlabeled data instance. A risk-based regularization term is then constructed and embedded into the objective function of the SS-ELM. Extensive experiments were conducted using benchmark and EEG datasets to evaluate the effectiveness of the proposed method. Experimental results show that the performance of the new algorithm is comparable to SS-ELM and superior to ELM on average. It is thereby shown that the proposed method is safe and efficient for the classification of EEG signals.", 
"Attention mechanism plays a dominant role in the sequence generation models. Salience estimation for words, phrases or sentences is a critical component in text summarization. We propose a Multi-Attention Learning framework which contains two new attention learning components for salience estimation.",Salience Estimation with Multi-Attention Learning for Abstractive Text Summarization,"Attention mechanism plays a dominant role in the sequence generation models and has been used to improve the performance of machine translation and abstractive text summarization. Different from neural machine translation, in the task of text summarization, salience estimation for words, phrases or sentences is a critical component, since the output summary is a distillation of the input text. Although the typical attention mechanism can conduct text fragment selection from the input text conditioned on the decoder states, there is still a gap to conduct direct and effective salience detection. To bring back direct salience estimation for summarization with neural networks, we propose a Multi-Attention Learning framework which contains two new attention learning components for salience estimation: supervised attention learning and unsupervised attention learning. We regard the attention weights as the salience information, which means that the semantic units with large attention value will be more important. The context information obtained based on the estimated salience is incorporated with the typical attention mechanism in the decoder to conduct summary generation. Extensive experiments on some benchmark datasets in different languages demonstrate the effectiveness of the proposed framework for the task of abstractive summarization.", 
"In this paper we apply LayerWise Relevance Propagation to a sequenceto-sequence attention model. We obtain unexpected saliency maps and discuss the rightfulness of these ""explanations"" We argue that we need a quantitative way of testing the counterfactual case.",Saliency Maps Generation for Automatic Text Summarization,"Saliency map generation techniques are at the forefront of explainable AI literature for a broad range of machine learning applications. Our goal is to question the limits of these approaches on more complex tasks. In this paper we apply LayerWise Relevance Propagation (LRP) to a sequenceto-sequence attention model trained on a text summarization dataset. We obtain unexpected saliency maps and discuss the rightfulness of these “explanations”. We argue that we need a quantitative way of testing the counterfactual case to judge the truthfulness of the saliency maps. We suggest a protocol to check the validity of the importance attributed to the input and show that the saliency maps obtained sometimes capture the real use of the input features by the network, and sometimes do not. We use this example to discuss how careful we need to be when accepting them as explanation.", 
"Language model (LM) pre-training has resulted in impressive performance and sample efficiency on a variety of language understanding tasks. It remains unclear how to best use pre-trained LMs for generation tasks such as abstractive summarization. We instead use a pre- trained decoder-only network, where the same Transformer LM both encodes the source and generates the summary.",Sample Efficient Text Summarization Using a Single Pre-Trained Transformer,"Language model (LM) pre-training has resulted in impressive performance and sample efficiency on a variety of language understanding tasks. However, it remains unclear how to best use pre-trained LMs for generation tasks such as abstractive summarization, particularly to enhance sample efficiency. In these sequence-to-sequence settings, prior work has experimented with loading pre-trained weights into the encoder and/or decoder networks, but used non-pre-trained encoder-decoder attention weights. We instead use a pre-trained decoder-only network, where the same Transformer LM both encodes the source and generates the summary. This ensures that all parameters in the network, including those governing attention over source states, have been pre-trained before the fine-tuning step. Experiments on the CNN/Daily Mail dataset show that our pre-trained Transformer LM substantially improves over pre-trained Transformer encoder-decoder networks in limited-data settings. For instance, it achieves 13.1 ROUGE2 using only 1% of the training data (?3000 examples), while pre-trained encoder-decoder models score 2.3 ROUGE-2.", 
Text classification is one of the most popular Natural Language Processing (NLP) tasks. Less attention was directed towards this task in Arabic due to lack of rich representative resources for training an Arabic text classifier. We introduce a large Single-labeled Arabic News Articles Dataset of textual data collected from three news portals.,SANAD-Single-label Arabic News Articles Dataset for automatic text categorization,"Text Classification is one of the most popular Natural Language Processing (NLP) tasks. Text classification (aka categorization) is an active research topic in recent years. However, much less attention was directed towards this task in Arabic, due to the lack of rich representative resources for training an Arabic text classifier. Therefore, we introduce a large Single-labeled Arabic News Articles Dataset (SANAD) of textual data collected from three news portals. The dataset is a large one consisting of almost 200k articles distributed into seven categories that we offer to the research community on Arabic computational linguistics. We anticipate that this rich dataset would make a great aid for a variety of NLP tasks on Modern Standard Arabic (MSA) textual data, especially for single label text classification purposes. We present the data in raw form. SANAD is composed of three main datasets scraped from three news portals, which are AlKhaleej, AlArabiya, and Akhbarona", 
Deep convolutional neural networks have recently achieved state-of-the-art performance on a number of image recognition benchmarks. The winning model on the localization sub-task was a network that predicts a single bounding box and a confidence score for each object category in the image.,Scalable Object Detection using Deep Neural Networks,"Deep convolutional neural networks have recently achieved state-of-the-art performance on a number of image recognition benchmarks, including the ImageNet Large-Scale Visual Recognition Challenge (ILSVRC-2012). The winning model on the localization sub-task was a network that predicts a single bounding box and a confidence score for each object category in the image. Such a model captures the whole-image context around the objects but cannot handle multiple instances of the same object in the image without naively replicating the number of outputs for each instance. In this work, we propose a saliency-inspired neural network model for detection, which predicts a set of class-agnostic bounding boxes along with a single score for each box, corresponding to its likelihood of containing any object of interest. The model naturally handles a variable number of instances for each class and allows for crossclass generalization at the highest levels of the network. We are able to obtain competitive recognition performance on VOC2007 and ILSVRC2012, while using only the top few predicted locations in each image and a small number of neural network evaluations.", 
A novel seizure detection method based on the deep bidirectional long short-term memory (Bi-LSTM) network is proposed in this paper. The deep architecture is designed by combining two independent LSTM networks with the opposite propagation directions. A mean sensitivity of 93.61% and a mean specificity of 91.85% were achieved on a long-term scalp EEG database.,Scalp EEG classification using deep Bi-LSTM network for seizure detection,"Automatic seizure detection technology not only reduces workloads of neurologists for epilepsy diagnosis but also is of great significance for treatments of epileptic patients. A novel seizure detection method based on the deep bidirectional long short-term memory (Bi-LSTM) network is proposed in this paper. To preserve the nonstationary nature of EEG signals while decreasing the computational burden, the local mean decomposition (LMD) and statistical feature extraction procedures are introduced. The deep architecture is then designed by combining two independent LSTM networks with the opposite propagation directions: one transmits information from the front to the back, and another from the back to the front. Thus the deep model can take advantage of the information both before and after the currently analyzing moment to jointly determine the output state. A mean sensitivity of 93.61% and a mean specificity of 91.85% were achieved on a long-term scalp EEG database. The comparisons with other published methods based on either traditional machine learning models or convolutional neural networks demonstrated the improved performance for seizure detection.", 
"Proposed method is a summarization-based hybrid algorithm which comprises a preprocessing phase. Unimportant words which are not frequently used in the document are removed. The proposed method is compared with CSSA, SMTC and Max- capture methods.",Scientific Documents Clustering Based on Text Summarization,"In this paper a novel method is proposed for scientific document clustering. The proposed method is a summarization-based hybrid algorithm which comprises a preprocessing phase. In the summarization phase unimportant words which are not frequently used in the document are removed. This process reduces the amount of data for the clustering purpose. In this proposed method after the preprocessing phase, Term Frequency/Inverse Document Frequency (TFIDF) is calculated for all words in the document and BM25 in caluculated for words in sentences and summed over the document to score each word in document level. In next phase, Text summarization is performed based on BM25 scores. After that document clustering is done according to the scores of calculated TFIDF. The hybrid progress of the proposed scheme, from preprocessing phase to cluster labeling, gains a rapid and efficient clustering method which is evaluated by 400 English texts extracted from scientific articles of 11 different topics. The proposed method is compared with CSSA, SMTC and Max-Capture methods. The results demonstrate the proficiency of the proposed scheme in terms of computation time, and comparative efficiency using F-measure criterion", 
Researcher propose a model of summarizing a single article. Model can be further used to summarize an entire topic. Model is based on analyzing others' viewpoint of target article's contributions.,Scientific Paper Summarization Using Citation Summary Networks,"Quickly moving to a new area of research is painful for researchers due to the vast amount of scientific literature in each field of study. One possible way to overcome this problem is to summarize a scientific topic. In this paper, we propose a model of summarizing a single article, which can be further used to summarize an entire topic. Our model is based on analyzing others’ viewpoint of the target article’s contributions and the study of its citation summary network using a clustering approach", 
This article presents the novel concept of Internet-of-Agro-Things (IoAT) with an example of automated plant disease prediction. It consists of solar enabled sensor nodes which help in continuous sensing and automating agriculture. The deployed prototype was deployed for two months and has achieved a robust performance by sustaining in varied weather conditions.,sCrop A Internet-of-Agro-Things (IoAT) Enabled Solar Powered Smart Device for Automatic Plant Disease Prediction,"Internet-of-Things (IoT) is omnipresent, ranging from home solutions to turning wheels for the fourth industrial revolution. This article presents the novel concept of Internet-of-Agro-Things (IoAT) with an example of automated plant disease prediction. It consists of solar enabled sensor nodes which help in continuous sensing and automating agriculture. The existing solutions have implemented a battery powered sensor node. On the contrary, the proposed system has adopted the use of an energy efficient way of powering using solar energy. It is observed that around 80% of the crops are attacked with microbial diseases in traditional agriculture. To prevent this, a health maintenance system is integrated with the sensor node, which captures the image of the crop and performs an analysis with the trained Convolutional Neural Network (CNN) model. The deployment of the proposed system is demonstrated in a real-time environment using a microcontroller, solar sensor nodes with a camera module, and an mobile application for the farmers visualization of the farms. The deployed prototype was deployed for two months and has achieved a robust performance by sustaining in varied weather conditions and continued to remain rust-free. The proposed deep learning framework for plant disease prediction has achieved an accuracy of 99.2% testing accuracy.", 
"Supporting vehicle generated data traffic will become extremely challenging in 5G-based vehicular networks. This is mainly due to the high mobility of vehicles on the road and the high complexity of 5G HetNets. An SDN enabled 5G VANET is proposed in this article, where neighboring vehicles are clustered adaptively according to real-time road conditions.",SDN Enabled 5G-VANET Adaptive Vehicle Clustering and Beamformed Transmission for Aggregated Traffc,"With the anticipated arrival of autonomous vehicles, supporting vehicle generated data traffic due to the dramatically increased use of in-vehicle mobile Internet access will become extremely challenging in 5G-based vehicular networks. This is mainly due to the high mobility of vehicles on the road and the high complexity of 5G HetNets. In order to support the increasing traffic and improve HetNet management, an SDN enabled 5G VANET is proposed in this article, where neighboring vehicles are clustered adaptively according to real-time road conditions using SDN’s global information gathering and network control capabilities. With proposed dual cluster head design and dynamic beamforming coverage, both trunk link communication quality and network robustness of vehicle clusters are significantly enhanced. Furthermore, an adaptive transmission scheme with selective modulation and power control is proposed to improve the capacity of the trunk link between the cluster head and base station. With cooperative communication between the mobile gateway candidates, the latency of traffic aggregation and distribution is also reduced. Computer simulation results show that the proposed design substantially improved 5G users’ bit error rate and trunk link throughput rate.", 
Self-driving vehicles which would shoulder the burden of driving and set free human on board are gradually becoming a reality. Supporting of growing in-vehicle data traffic will be challenging in future 5G and vehicular networks. High mobility nature of vehicles and the densified irregular distribution on road especially during rush time.,SDN Enabled Dual Cluster Head Selection and Adaptive Clustering in 5G-VANET,"Nowadays, self-driving vehicles which would shoulder the burden of driving and set free human on board are gradually becoming a reality. Consequently, the supporting of growing in-vehicle data traffic will be challenging in future 5G and vehicular networks, due to the high mobility nature of vehicles and the densified irregular distribution on road especially during rush time. Therefore in this paper, a Software-Defined Networking (SDN) enabled integrated 5G-VANET architecture is proposed to improve heterogeneous network (HetNet) management and aggregate vehicle traffic through IEEE 802.11p; a novel vehicle clustering method and dual cluster head design are then introduced to reduce signaling overhead and enhance the overall communication quality in 5G-VANET HetNet under the coordination of SDN. It is also proved by simulation that the proposed design reduced 5G users’ blocking probability to the operators services with a back-up cluster head (CH) in each cluster, and also realized adaptive clustering without excessive SDN’s processing delay", 
"Vehicular ad-Hoc Networks (VANETs) have been promoted as a key technology that can provide a wide variety of services. They are proposed to be part of the upcoming Fifth Generation (5G) technology, integrated with Software Defined Networking (SDN)",SDN VANETs in 5G An architecture for resilient security services,"Vehicular ad-Hoc Networks (VANETs) have been promoted as a key technology that can provide a wide variety of services such as traffic management, passenger safety, as well as travel convenience and comfort. VANETs are now proposed to be part of the upcoming Fifth Generation (5G) technology, integrated with Software Defined Networking (SDN), as key enabler of 5G. The technology of fog computing in 5G turned out to be an adequate solution for faster processing in delay sensitive application, such as VANETs, being a hybrid solution between fully centralized and fully distributed networks. In this paper, we propose a three-way integration between VANETs, SDN, and 5G for a resilient VANET security design approach, which strikes a good balance between network, mobility, performance and security features. We show how such an approach can secure VANETs from different types of attacks such as Distributed Denial of Service (DDoS) targeting either the controllers or the vehicles in the network, and how to trace back the source of the attack. Our evaluation shows the capability of the proposed system to enforce different levels of real-time user-defined security, while maintaining low overhead and minimal configuration.", 
"The SEAL model achieves state-of-the-art results on existing long-form summarization tasks, and outperforms strong baseline models on a new dataset/task we introduce, Search2Wiki. Since content selection is explicit in the SEAL model, a desirable side effect is that the selection can be inspected for enhanced interpretability.","SEAL, Segment-wise Extractive-Abstractive Long-form Text Summarization","Most prior work in the sequence-to-sequence paradigm focused on datasets with input sequence lengths in the hundreds of tokens due to the computational constraints of common RNN and Transformer architectures. In this paper, we study long-form abstractive text summarization, a sequence-to-sequence setting with input sequence lengths up to 100,000 tokens and output sequence lengths up to 768 tokens. We propose SEAL, a Transformer-based model, featuring a new encoder-decoder attention that dynamically extracts/selects input snippets to sparsely attend to for each output segment. Using only the original documents and summaries, we derive proxy labels that provide weak supervision for extractive layers simultaneously with regular supervision from abstractive summaries. The SEAL model achieves state-of-the-art results on existing long-form summarization tasks, and outperforms strong baseline models on a new dataset/task we introduce, Search2Wiki, with much longer input text. Since content selection is explicit in the SEAL model, a desirable side effect is that the selection can be inspected for enhanced interpretability.", 
"Deep neural networks have been used for remarkable success in text summarization. There is no clear understanding of why they perform so well, or how they might be improved. This paper seeks to better understand how neural extractive summarization systems could benefit.","Searching for Effective Neural Extractive Summarization, What Works and What's Next","The recent years have seen remarkable success in the use of deep neural networks on text summarization. However, there is no clear understanding of why they perform so well, or how they might be improved. In this paper, we seek to better understand how neural extractive summarization systems could benefit from different types of model architectures, transferable knowledge and learning schemas. Additionally, we find an effective way to improve current frameworks and achieve the state-ofthe-art result on CNN/DailyMail by a large margin based on our observations and analyses. Hopefully, our work could provide more clues for future research on extractive summarization. Source code will be available on Github1 and our project homepage2", 
"Several crop-related diseases affect the productivity in the agriculture sector. Researchers had already used many techniques for this purpose, but some vision-related techniques are yet to be explored. This research paper provides a novel technique to detect crop diseases with the help of convolutional encoder networks using crop leaf images. Different convolution filters like 2×2 and 3×3 are used in proposed work.",Seasonal Crops Disease Prediction and Classification Using Deep Convolutional Encoder Network,"Agriculture plays a significant role in the growth and development of any nation’s economy. But, the emergence of several crop-related diseases affects the productivity in the agriculture sector. To cope up this issue and to make aware the farmers to prevent the expansion of diseases in crops and to implement effective management, crop disease diagnosis plays its significant role. Researchers had already used many techniques for this purpose, but some vision-related techniques are yet to be explored. Commonly used techniques are support vector machine, k-means clustering, radial basis functions, genetic algorithm, image processing techniques like filtering and segmentation, deep structured learning techniques like convolutional neural network. We have designed a hybrid approach for detection of crop leaf diseases using the combination of convolutional neural networks and autoencoders. This research paper provides a novel technique to detect crop diseases with the help of convolutional encoder networks using crop leaf images. We have obtained our result over a 900-image dataset, out of which 600 constitute the training set and 300 test set. We have considered 3 crops and 5 kinds of crop diseases. The proposed network was trained in such a way that it can distinguish the crop disease using the leaf images. Different convolution filters like 2×2 and 3×3 are used in proposed work. It was observed that the proposed architecture achieved variation in accuracy for the different number of epochs and for different convolution filter size. We reached 97.50% accuracy for 2×2 convolution filter size in 100 epochs, while 100% accuracy for 3×3 filter size which is better than other conventional methods.", 
"Security of Internet of Things (IoT) devices has been receiving a lot of attention in recent years. We investigate the potential of machine learning techniques in enhancing the security of IoT devices. We focus on the deployment of supervised, unsupervised learning techniques, and reinforcement learning for both host?based and network-based security.",Securing Internet of Things (IoT) with machine learning,"Advances in hardware, software, communication, embedding computing technologies along with their decreasing costs and increasing performance have led to the emergence of the Internet of Things (IoT) paradigm. Today, several billions of Internet?connected devices are part of the IoT ecosystem. IoT devices have become an integral part of the information and communication technology (ICT) infrastructure that supports many of our daily activities. The security of these IoT devices has been receiving a lot of attention in recent years. Another major recent trend is the amount of data that is being produced every day which has reignited interest in technologies such as machine learning and artificial intelligence. We investigate the potential of machine learning techniques in enhancing the security of IoT devices. We focus on the deployment of supervised, unsupervised learning techniques, and reinforcement learning for both host?based and network?based security solutions in the IoT environment. Finally, we discuss some of the challenges of machine learning techniques that need to be addressed in order to effectively implement and deploy them so that they can better protect IoT devices.", 
Vehicular Ad hoc Networks (VANETs) and Software Defined Networking (SDN) represent the critical enablers of 5G technology with the development of next-generation intelligent vehicular networks and applications. The security and robustness of the complete architecture is still questionable and have been largely neglected by the research community. The deployment and integration of different entities and several architectural components drive new security threats and vulnerabilities.,Security and design requirements for software-defined VANETs,"The evolving of Fifth Generation (5G) networks is becoming more readily available as a significant driver of the growth of new applications and business models. Vehicular Ad hoc Networks (VANETs) and Software Defined Networking (SDN) represent the critical enablers of 5G technology with the development of next-generation intelligent vehicular networks and applications. In recent years, researchers have focused on the integration of SDN and VANET, and looked at different topics related to the architecture, the benefits of software-defined VANET services, and the new functionalities to adapt them. However, the security and robustness of the complete architecture is still questionable and have been largely neglected by the research community. Moreover, the deployment and integration of different entities and several architectural components drive new security threats and vulnerabilities. In this paper, first, we survey the state-of-the-art SDN based Vehicular ad-hoc Network (SDVN) architectures for their networking infrastructure design, functionalities, benefits, and challenges. Then we discuss these architectures against major security threats that violate the key security services such as availability, privacy, authentication, and data integrity. We also discuss different countermeasures for these threats. Finally, we present the lessons learned with the directions of future research work towards provisioning stringent security solutions in new SDVN architectures. To the best of our knowledge, this is the first work that presents a comprehensive survey and security analysis on SDVN architectures, and we believe that it will help researchers to address various challenges (e.g., flexible network management, control and high resource utilization, and scalability) in vehicular communication systems which are required to improve the future Intelligent Transportation Systems (ITS).", 
Short-range communication (DSRC) applications are being developed to prevent automobile accidents. This study illustrates security evaluation of a DSRC wireless application in vehicular environments. We set up a simulation of a working road safety unit (RSU) on real DSRC devices. We performed Denial of Service attacks to determine how few packets need to be dropped to cause automobile crashes.,Security Evaluation of a Dedicated Short Range Communications (DS,"Applications using dedicated short-range communication (DSRC) are being developed to prevent automobile accidents. Many DSRC implementations, applications and network stacks are not mature. They have not been adequately tested and verified. This study illustrates security evaluation of a DSRC wireless application in vehicular environments (DSRC/WAVE) protocol implementation. We set up a simulation of a working road safety unit (RSU) on real DSRC devices. Our experiments work on the Cohda testbed with DSRC application wsm-channel. We extended the functionality of wsm-channel, an implementation of WAVE short message protocol (WSMP) for broadcasting GPS data in vehicular communications, to broadcast car information and RSU instructions. Next we performed Denial of Service attacks to determine how few packets need to be dropped to cause automobile crashes. Hidden Markov Models (HMM) are constructed using sniffed side channel information, since operational packets would be encrypted. The inferred HMM tracks the protocol status over time. Simulation experiments test the HMM predictions showing that we were able to drop necessary packets using side channels. The attack simulation following timing side-channel worked best to drop necessary packets with 2.5 % false positive rate (FPR) while the attack following size worked with 9.5% FPR.", 
Vehicular Ad-hoc Network(VANET) attained vast interest and research initiatives is also increased due to the range of solutions it can provide. This paper presents the safety challenges and existing threads in the VANET system.,Security Issues inVehicular Ad-hoc Network(VANET),"Over the years, area of Vehicular Ad-hoc Network(VANET) attained vast interest and research initiatives is also increased due to the range of solutions it can provide. Information safety is considered as most critical issue in any network system and it also the case in VANET. In VANETs wireless conversation between automobiles thus attackers breach confidentiality, privacy, and authenticity properties which impact further protection. This paper presents the safety challenges and existing threads in the VANET system. This paper focus on basic security requirements which must be fulfilled for securing VANETs. Different classes of VANET attacks are also discussed in this paper.", 
"VANET a subgroup of mobile ad-hoc network (MANET), refers to a group of intelligent nodes i.e. (vehicles) on the road. These intelligent vehicles interact with one other or with the road side unit (RSU) In VANET messages are conveyed in an open wireless channels.",Security of Vehicular Ad-Hoc Networks (VANET) A survey,"In the previous couple of years, various types of researchers concentrate on Vehicular Ad-hoc networks (VANET) field due to various facilities it provides. VANET a subgroup of mobile ad-hoc network (MANET), refers to a group of intelligent nodes i.e. (vehicles) on the road. These intelligent vehicles interact with one other or with the road side unit (RSU) for providing safer roads and a more efficient driving experience and providing security against attackers. In VANET messages are conveyed in an open wireless channels Security is therefore the most concerning issue in VANET. In this paper several types of the security issues, requirements, attacks, attackers in VANET have been described and some recent solutions to solve the security problems with their advantages and disadvantages have been discussed.", 
"IoT facilitates operations through ubiquitous connectivity by providing Internet access to all the devices with computing capabilities. Security, privacy and trust are still the major concerns for such networks. Lack of enforcement of these requirements introduces non-negligible threats to devices and platforms. This paper presents comparisons of state-of-the-art solutions for IoT which are applicable to security, privacy, and trust.","Security, Privacy and Trust for Smart Mobile-Internet of Things (M-IoT) A Survey","With an enormous range of applications, the Internet of Things (IoT) has magnetized industries and academicians from everywhere. IoT facilitates operations through ubiquitous connectivity by providing Internet access to all the devices with computing capabilities. With the evolution of wireless infrastructure, the focus from simple IoT has been shifted to smart, connected and mobile IoT (M-IoT) devices and platforms, which can enable low-complexity, low-cost and efficient computing through sensors, machines, and even crowdsourcing. All these devices can be grouped under a common term of M-IoT. Even though the positive impact on applications has been tremendous, security, privacy and trust are still the major concerns for such networks and insufficient enforcement of these requirements introduces non-negligible threats to M-IoT devices and platforms. Thus, it is important to understand the range of solutions which are available for providing a secure, privacy-compliant, and trustworthy mechanism for M-IoT. There is no direct survey available, which focuses on security, privacy, trust, secure protocols, physical layer security and handover protections in M-IoT. This paper covers such requisites and presents comparisons of statethe-art solutions for IoT which are applicable to security, privacy, and trust in smart and connected M-IoT networks. Apart from these, various challenges, applications, advantages, technologies, standards, open issues, and roadmap for security, privacy and trust are also discussed in this paper.", 
"The current state-of-the-art is based on exhaustive search. We propose to generate many approximate locations over few and precise object delineations. Our method is class-independent and is shown to cover 96.7% of all objects in the Pascal VOC 2007 test set using only 1,536 locations per image.",Segmentation as Selective Search for Object Recognition,"For object recognition, the current state-of-the-art is based on exhaustive search. However, to enable the use of more expensive features and classifiers and thereby progress beyond the state-of-the-art, a selective search strategy is needed. Therefore, we adapt segmentation as a selective search by reconsidering segmentation: We propose to generate many approximate locations over few and precise object delineations because (1) an object whose location is never generated can not be recognised and (2) appearance and immediate nearby context are most effective for object recognition. Our method is class-independent and is shown to cover 96.7% of all objects in the Pascal VOC 2007 test set using only 1,536 locations per image. Our selective search enables the use of the more expensive bag-of-words method which we use to substantially improve the state-of-the-art by up to 8.5% for 8 out of 20 classes on the Pascal VOC 2010 detection challenge.", 
"Text mining techniques include categorization of text, summarization, topic detection, concept extraction, search and retrieval, document clustering, etc. Text mining can also be employed to detect a document's main topic/theme. Areas of applications for text mining include publishing, media, telecommunications,",Selection criteria for text mining approaches,"Text mining techniques include categorization of text, summarization, topic detection, concept extraction, search and retrieval, document clustering, etc. Each of these techniques can be used in finding some non-trivial information from a collection of documents. Text mining can also be employed to detect a document’s main topic/theme which is useful in creating taxonomy from the document collection. Areas of applications for text mining include publishing, media, telecommunications, marketing, research, healthcare, medicine, etc. Text mining has also been applied on many applications on the World Wide Web for developing recommendation systems. We propose here a set of criteria to evaluate the effectiveness of text mining techniques in an attempt to facilitate the selection of appropriate technique.", 
"One hundred twenty eight channel EEG signal was used in the experiments. Signal was recorded for 40 people, during the process of imagining right and left hand movements. Feature extraction was performed using frequency analysis with a resolution of 1Hz.",Selection of EEG signal features for ERDERS classification using genetic algorithms,"The article presents the use of genetic algorithm (GA) to select and classify ERD/ERS patterns. One hundred twenty eight channel EEG signal was used in the experiments. The signal was recorded for 40 people, during the process of imagining right and left hand movements. Feature extraction was performed using frequency analysis (FFT) with the resolution of 1Hz. So the features were spectral lines associated with particular electrodes. The selection of features, calculated for all people, was made with GA. The fitness function used in GA was EEG signal classification error calculated using LDA classifier and 5-CV test. The average accuracy of the classification for all people in 8-30Hz band was 0.85, while for the top 10 results 0.92.", 
